,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,0,4,5,5,5,5,5,0,
1,1,3,3,3,6,6,6,6,0,
2,2,2,2,2,2,2,2,2,0,
3,2,2,2,2,2,2,2,2,0,
4,0,0,0,5,5,5,5,5,0,
5,2,2,2,2,2,2,2,2,0,
6,1,2,3,3,6,6,6,6,0,
7,1,2,2,2,6,6,6,6,0,
8,0,0,0,0,4,7,7,7,3,
9,0,0,0,0,0,0,0,9,0,
10,2,2,2,2,2,2,2,2,0,
11,2,2,2,2,2,2,2,2,0,
12,2,3,3,3,3,3,3,3,1,
13,2,2,2,2,2,2,2,2,0,
14,2,3,3,3,3,3,3,3,1,
15,2,3,3,3,3,3,3,3,1,
16,1,1,1,1,1,1,1,1,3,
17,2,3,3,3,3,3,3,3,1,
18,2,3,3,3,3,3,3,3,1,
19,2,3,3,3,3,3,3,3,1,
20,2,3,3,3,3,3,3,3,1,
21,2,3,3,3,3,6,3,3,1,
22,2,3,3,3,3,3,3,3,1,
23,0,0,4,4,4,4,4,4,0,
24,2,3,4,4,4,4,4,4,1,
25,2,3,3,3,3,3,3,3,1,
26,2,3,3,3,3,3,3,3,1,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,3,
29,1,1,1,1,1,1,1,1,3,
30,2,2,2,2,2,2,2,2,0,
31,2,2,2,2,2,2,2,2,0,
32,2,2,2,2,2,2,2,2,0,
33,2,2,2,2,2,2,2,2,0,
34,99,99,99,99,99,99,99,99,99,
35,1,1,1,5,5,5,1,1,3,
36,1,1,1,1,1,7,7,7,3,
37,2,2,4,4,6,4,8,8,3,
38,1,2,2,4,6,5,8,8,3,
39,1,1,1,1,1,1,1,1,3,
40,1,1,1,1,1,1,1,1,3,
41,0,0,4,4,4,4,4,9,1,
42,1,1,1,1,1,1,1,1,3,
43,0,0,4,4,4,4,4,4,0,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,3,
47,2,1,4,4,6,4,8,8,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.1115806907128796,0.13139111555338268,0.12513245599679865,0.1303741071789703,0.13408190899094682,0.1262218404063546,0.13629658392875443,0.1334958683210434,0.16118085891403425,
NMI,0.3776246376649639,0.66524006132854152,0.57694825181957277,0.58596730743727199,0.63519204322845069,0.61147733270514004,0.72610304978660589,0.7159561236773152,1.0,
Silhoutte,0.17551538,0.2224059,0.23001399,0.2654598,0.29665148,0.2831616,0.36389362,0.35994524,0.1908478,
