,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,2,2,2,2,6,2,2,2,0,
1,2,2,2,2,6,2,2,2,0,
2,2,2,2,2,6,2,2,2,0,
3,1,3,3,3,3,3,3,3,1,
4,2,2,2,2,6,2,2,2,0,
5,0,3,4,4,4,4,4,4,0,
6,2,2,3,3,6,2,2,2,0,
7,1,3,3,3,6,2,2,9,0,
8,0,3,4,4,4,4,4,9,0,
9,0,3,3,3,3,3,3,3,1,
10,0,3,4,4,4,4,4,4,0,
11,0,3,4,4,4,4,4,4,0,
12,1,3,4,4,4,4,4,4,0,
13,2,2,3,3,3,3,8,8,0,
14,2,2,2,2,2,7,7,7,0,
15,2,2,2,2,2,7,7,7,0,
16,2,2,2,2,2,7,7,7,0,
17,2,2,2,2,2,7,7,7,0,
18,2,2,2,2,2,7,7,7,0,
19,2,2,2,2,2,7,7,7,0,
20,2,2,2,2,2,7,7,7,0,
21,2,3,2,2,2,7,7,7,0,
22,1,1,1,1,1,1,1,1,3,
23,1,3,3,3,3,3,3,3,1,
24,1,3,3,3,3,3,3,3,1,
25,1,1,1,5,5,5,5,8,2,
26,2,2,2,2,2,7,8,8,0,
27,1,1,1,1,1,1,1,1,3,
28,1,1,1,1,1,1,1,1,2,
29,1,1,1,1,1,1,1,1,3,
30,1,1,1,5,5,5,5,5,2,
31,1,1,1,5,5,5,5,5,2,
32,1,1,1,5,5,5,5,5,2,
33,1,1,1,5,5,5,5,5,2,
34,1,1,1,5,5,5,5,5,2,
35,2,2,2,2,6,2,2,2,0,
36,1,1,1,1,1,1,1,1,3,
37,1,1,1,1,6,6,6,6,3,
38,1,1,1,1,6,6,6,6,3,
39,1,1,1,1,1,1,1,1,3,
40,1,3,1,1,1,1,1,1,3,
41,1,3,4,4,1,6,6,6,3,
42,1,1,1,1,1,1,1,1,3,
43,1,1,1,1,1,1,1,1,3,
44,1,1,1,1,1,1,1,1,3,
45,1,1,1,1,1,1,1,1,3,
46,1,1,1,1,1,1,1,1,3,
47,1,1,1,1,1,1,1,1,3,
48,1,1,1,1,1,1,1,1,3,
49,1,1,1,1,1,1,1,1,3,
50,1,1,1,1,1,1,1,1,3,
51,1,1,1,1,1,1,1,1,3,
52,1,1,1,1,1,1,1,1,3,
53,1,1,1,1,1,1,1,1,3,
54,1,1,1,1,1,1,1,1,3,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.13314638305892482,0.15761511584277985,0.1539923492638686,0.15467492075991654,0.1724765912702676,0.169526506414891,0.16411017471664013,0.15724340552857244,0.19625773562212068,
NMI,0.52021571763254526,0.60420558314564632,0.64118712361574248,0.74154520435584892,0.70371335247216105,0.73886886294249876,0.75396273536122749,0.71379798209087586,1.0,
Silhoutte,0.15613529,0.16458385,0.19928837,0.17141436,0.27504053,0.32132732,0.33014924,0.33597386,0.16393948,
