,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Louvain,
0,2,3,4,4,4,4,1,
1,0,3,3,4,6,6,1,
2,2,3,3,4,4,4,1,
3,1,1,1,1,1,1,0,
4,2,3,4,4,4,4,1,
5,1,1,1,1,1,1,1,
6,1,1,1,1,6,6,0,
7,1,1,1,1,1,1,0,
8,2,2,2,2,2,5,2,
9,2,2,4,4,4,7,0,
10,1,1,1,1,1,1,0,
11,1,2,2,1,1,1,2,
12,1,1,1,1,1,1,0,
13,1,1,1,1,1,1,0,
14,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,0,
16,1,1,1,1,1,1,0,
17,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,0,
23,1,1,1,1,1,1,0,
24,1,2,2,1,1,2,0,
25,2,2,2,2,2,2,2,
26,1,1,1,1,1,1,0,
27,2,2,2,2,2,2,2,
28,2,3,3,3,3,3,2,
29,2,3,3,3,3,3,2,
30,0,3,3,3,3,1,2,
31,2,3,3,3,3,7,2,
32,2,3,3,3,2,2,2,
33,2,2,2,2,2,2,2,
34,2,2,2,2,2,2,2,
35,2,0,4,5,5,5,2,
36,0,2,2,5,5,5,2,
37,2,2,2,5,5,5,2,
38,2,2,2,2,2,2,2,
39,2,2,2,2,2,2,2,
40,2,2,2,2,2,2,2,
41,2,2,2,2,2,2,2,
42,2,2,2,2,2,2,2,
43,2,2,2,2,2,2,2,
44,2,2,2,2,2,2,2,
45,2,2,2,2,2,2,2,
46,1,1,1,1,1,1,0,
47,2,2,2,2,2,2,2,
48,2,2,2,2,2,2,2,
49,2,2,2,2,2,2,2,
50,2,3,3,3,3,3,2,
51,2,3,3,3,3,3,2,
52,2,3,4,3,3,3,2,
53,2,2,2,2,2,2,2,
54,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,
Modularity,0.052555867213405605,0.05629745924570228,0.053797373627031124,0.0599767144350534,0.05659765555376543,0.05307298988291026,0.0712327558931321,
NMI,0.5395750076435496,0.56920868982303319,0.54790294316379418,0.64169482339324901,0.60780034104909109,0.50766514898925963,1.0,
Silhoutte,0.11348271,0.1391581,0.19782812,0.27508661,0.26835442,0.25353919,0.18184414,
