,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Louvain,
0,2,0,0,5,5,5,5,1,
1,99,99,99,99,99,99,99,99,
2,1,1,0,5,5,5,5,1,
3,1,1,1,1,1,1,1,4,
4,1,1,1,5,5,5,5,1,
5,2,0,2,5,4,4,4,1,
6,2,2,2,2,2,2,2,2,
7,2,2,2,2,2,4,4,2,
8,2,2,2,2,2,2,2,2,
9,1,3,3,3,3,3,8,2,
10,2,2,2,2,6,6,8,2,
11,0,0,4,5,0,0,0,4,
12,2,2,2,2,2,2,2,2,
13,2,2,4,4,6,6,6,1,
14,0,0,4,4,4,4,4,1,
15,2,2,2,2,2,2,2,2,
16,2,2,2,2,2,2,2,2,
17,2,2,2,2,2,2,2,2,
18,2,2,2,2,2,2,2,2,
19,2,2,2,2,2,2,2,2,
20,2,3,3,3,3,3,3,2,
21,2,2,2,2,2,2,2,2,
22,2,3,3,3,3,3,3,2,
23,0,0,4,5,4,4,4,1,
24,1,1,1,1,1,1,1,4,
25,1,1,1,1,1,1,1,4,
26,2,2,4,4,6,6,6,1,
27,1,3,4,1,1,1,1,1,
28,2,3,3,3,3,3,3,2,
29,1,3,4,4,4,4,1,1,
30,2,3,3,3,3,3,3,2,
31,2,3,3,3,3,3,3,2,
32,2,3,3,3,3,3,3,2,
33,2,3,3,3,3,3,3,2,
34,2,1,3,3,3,1,1,2,
35,0,0,0,5,5,5,5,1,
36,1,1,1,1,1,1,1,4,
37,1,1,1,1,1,1,1,4,
38,1,1,1,1,1,1,1,4,
39,1,1,1,1,1,1,1,4,
40,1,1,1,1,1,1,1,4,
41,1,1,1,1,1,1,1,4,
42,99,99,99,99,99,99,99,99,
43,0,0,0,0,5,7,7,4,
44,1,1,1,1,1,1,1,4,
45,1,1,4,4,6,6,6,1,
46,1,2,1,1,1,1,1,4,
47,1,1,1,1,1,1,1,4,
48,1,1,1,1,1,1,1,4,
49,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,4,
51,2,2,4,4,6,6,6,1,
52,2,2,1,4,4,7,7,4,
53,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,
Modularity,0.09503499839190452,0.10538222184832512,0.13494329318705434,0.13889044016551474,0.13475158953090147,0.13405403632467056,0.13123293897337207,0.15347947577642582,
NMI,0.39679411272968751,0.35015232955277981,0.65548969421838799,0.67993952116173295,0.63046733394890098,0.59942473266591367,0.59398127040723714,1.0,
Silhoutte,0.13714394,0.15083971,0.19703374,0.22156076,0.24927725,0.26985772,0.29699572,0.18231693,
