,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Louvain,
0,0,1,1,1,1,5,8,8,8,0,
1,1,1,4,5,6,6,6,6,6,0,
2,2,2,2,2,4,5,8,8,8,0,
3,1,2,4,4,4,7,7,7,7,2,
4,0,1,1,1,1,6,8,8,8,0,
5,0,2,2,2,2,5,0,0,10,0,
6,0,1,4,5,6,6,6,6,6,0,
7,0,1,4,5,6,6,6,6,5,0,
8,0,0,0,5,6,5,5,5,5,4,
9,0,0,4,4,4,4,4,4,4,2,
10,2,1,2,5,6,6,6,6,6,0,
11,0,2,2,2,5,5,5,5,10,0,
12,2,1,1,5,6,6,6,6,6,0,
13,0,0,4,4,4,4,4,4,4,2,
14,2,3,3,3,3,3,3,3,3,1,
15,2,3,3,3,3,3,3,3,3,1,
16,2,2,2,3,2,7,5,7,10,1,
17,2,3,3,3,3,3,3,3,3,1,
18,2,3,3,3,3,3,3,3,3,1,
19,2,3,3,3,3,3,3,3,3,1,
20,2,3,3,3,3,3,3,3,3,1,
21,2,2,0,5,6,6,6,6,6,0,
22,2,3,3,3,3,3,3,3,3,1,
23,0,0,4,4,4,4,4,9,9,2,
24,1,1,4,4,4,4,4,9,9,2,
25,1,2,2,1,2,7,7,9,9,1,
26,0,0,4,4,4,4,4,4,4,2,
27,1,2,2,1,2,7,7,7,7,3,
28,1,2,2,2,2,7,7,7,7,3,
29,1,1,1,1,1,1,1,1,1,4,
30,1,2,2,2,2,7,7,7,7,3,
31,1,2,2,2,2,7,7,7,7,3,
32,2,2,2,2,2,7,7,7,7,3,
33,1,2,2,2,2,7,7,7,7,3,
34,1,2,4,4,4,7,7,9,9,3,
35,0,3,3,2,2,5,8,8,8,0,
36,1,2,2,5,1,5,7,7,5,4,
37,1,1,1,1,1,1,1,1,1,4,
38,1,2,1,1,1,7,7,7,7,3,
39,1,1,1,1,1,1,1,1,1,4,
40,2,2,2,5,5,2,2,2,2,4,
41,2,2,2,5,5,2,2,2,2,4,
42,2,2,2,5,5,2,2,2,2,4,
43,2,1,1,1,1,1,1,1,1,4,
44,1,1,1,1,1,1,1,1,1,4,
45,1,1,1,1,1,1,1,1,1,4,
46,1,1,1,1,1,1,1,1,1,4,
47,0,0,0,1,1,0,4,0,4,4,
48,1,1,1,1,1,1,1,1,1,4,
49,1,2,1,1,1,1,1,1,1,4,
50,1,1,1,1,1,1,1,1,1,4,
51,2,1,1,1,1,1,1,1,1,4,
52,1,1,1,1,1,1,5,5,10,4,
53,1,1,1,1,1,1,1,1,1,4,
54,99,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,99,
Modularity,0.09447595920143803,0.08087467208949463,0.09576118035329728,0.13838004620379693,0.12993262499259958,0.14184722364772878,0.13792540260634178,0.131401945014197,0.13142135517733192,0.17047211077778698,
NMI,0.29805720222221965,0.41166011974084504,0.44239965339432247,0.59956182693565974,0.59990898499132606,0.75703266035381611,0.69255486948250722,0.67138330131545176,0.67757349160410307,1.0,
Silhoutte,0.10254806,0.07348812,0.08349623,0.14366593,0.16828769,0.24862288,0.22458982,0.25693524,0.26953377,0.15347212,
