,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,3,3,3,3,3,0,
1,0,0,0,0,0,0,6,6,0,
2,1,3,3,3,3,3,3,3,1,
3,0,3,4,4,4,4,4,4,2,
4,0,3,3,3,3,3,3,3,0,
5,1,1,1,1,1,1,1,1,1,
6,1,1,1,1,1,1,1,1,1,
7,1,1,1,1,1,1,1,1,1,
8,1,1,1,5,5,5,5,5,1,
9,0,3,4,4,4,4,4,4,2,
10,1,1,3,3,3,3,3,3,1,
11,2,2,2,2,2,2,2,2,3,
12,1,1,1,1,1,1,1,1,1,
13,1,1,1,1,1,1,1,1,1,
14,1,1,1,1,1,1,1,1,1,
15,1,1,1,1,1,1,1,1,1,
16,1,1,1,1,1,1,1,1,1,
17,1,1,1,1,1,1,1,1,1,
18,1,1,1,1,1,1,1,1,1,
19,1,1,1,1,1,1,1,1,1,
20,1,1,1,1,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,
22,1,1,1,1,1,1,1,1,1,
23,0,3,4,4,4,4,4,4,2,
24,2,2,2,2,2,2,2,9,3,
25,2,2,2,2,2,2,5,9,3,
26,1,1,1,1,1,1,1,1,1,
27,1,1,1,1,1,1,1,1,1,
28,2,2,2,2,6,6,8,8,3,
29,2,2,2,2,2,2,2,2,3,
30,0,3,4,4,6,6,8,8,3,
31,0,0,0,0,6,6,6,6,3,
32,0,0,0,5,6,6,6,6,3,
33,2,2,2,2,2,2,2,2,3,
34,2,2,2,2,2,2,2,2,3,
35,0,3,3,3,3,3,3,3,0,
36,0,0,4,5,5,5,5,5,3,
37,2,2,2,5,5,2,2,2,3,
38,2,2,2,2,2,2,2,2,3,
39,2,2,2,2,2,2,2,2,3,
40,2,2,2,4,6,7,7,7,3,
41,0,0,0,4,6,7,7,7,3,
42,2,2,2,2,2,2,2,2,3,
43,1,1,1,5,5,7,7,9,3,
44,2,2,2,2,2,2,2,2,3,
45,2,2,2,2,2,2,2,2,3,
46,2,2,2,2,2,2,2,2,3,
47,0,0,4,5,5,5,5,5,3,
48,2,2,2,2,2,2,2,2,3,
49,2,2,2,2,2,2,2,2,3,
50,2,2,2,2,2,2,2,2,3,
51,2,2,2,2,2,2,2,2,3,
52,2,2,2,2,2,2,2,2,3,
53,2,2,2,2,2,2,2,2,3,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.25570663388936044,0.2537462909164489,0.2541134999270832,0.24434519125660614,0.24583711295870364,0.2550679912370391,0.2485473230492312,0.24270879919074678,0.2754796960288297,
NMI,0.68547436137586371,0.65050193103048359,0.66579768883610835,0.65803288550727479,0.72086693573813743,0.71816864646173972,0.67782902192933281,0.66594829246157561,1.0,
Silhoutte,0.27654464,0.27971188,0.29800716,0.30836456,0.3338822,0.35342494,0.33990979,0.34678397,0.30265793,
