,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Louvain,
0,0,3,3,3,3,3,3,3,1,
1,0,3,3,3,3,3,3,3,1,
2,0,3,3,3,3,3,3,3,1,
3,2,2,2,5,5,5,5,5,1,
4,0,3,3,3,3,3,3,3,1,
5,1,1,1,5,5,5,5,5,0,
6,0,3,3,3,3,7,8,8,1,
7,1,1,3,5,5,5,5,5,1,
8,0,0,2,2,6,6,6,6,4,
9,1,1,1,5,5,5,5,5,1,
10,1,1,1,5,5,5,5,5,1,
11,0,0,0,0,0,0,0,9,1,
12,1,1,1,1,1,1,1,1,0,
13,1,1,1,5,5,5,5,5,0,
14,1,1,1,1,1,1,1,1,0,
15,1,1,1,1,1,1,1,1,0,
16,2,2,3,1,1,7,7,7,0,
17,1,1,1,1,1,1,1,1,0,
18,1,1,1,1,1,1,1,1,0,
19,1,1,1,1,1,1,1,1,0,
20,1,1,1,1,1,1,1,1,0,
21,1,1,1,1,1,1,1,1,0,
22,1,1,1,1,1,1,1,1,0,
23,0,2,0,5,5,5,5,5,1,
24,2,2,2,5,5,7,8,8,4,
25,99,99,99,99,99,99,99,99,99,
26,1,1,1,5,1,1,8,8,0,
27,1,1,1,1,1,1,1,1,0,
28,2,2,1,4,4,4,4,4,4,
29,2,2,2,2,2,2,2,2,4,
30,2,2,4,4,4,4,4,4,4,
31,2,2,4,4,4,4,4,4,4,
32,2,2,4,4,4,4,4,4,4,
33,2,2,4,4,4,4,4,4,4,
34,0,0,0,2,2,2,2,2,4,
35,1,3,3,3,3,3,3,3,1,
36,0,0,2,2,6,6,6,6,4,
37,99,99,99,99,99,99,99,99,99,
38,0,0,3,0,5,7,7,7,0,
39,1,0,0,0,5,0,8,8,4,
40,2,2,2,2,2,2,2,2,4,
41,2,3,2,2,2,2,2,2,4,
42,99,99,99,99,99,99,99,99,99,
43,2,2,2,5,2,2,8,8,4,
44,2,2,2,2,2,2,2,2,4,
45,99,99,99,99,99,99,99,99,99,
46,2,2,2,2,2,2,2,2,4,
47,99,99,99,99,99,99,99,99,99,
48,1,3,2,2,6,6,6,6,4,
49,2,2,2,2,2,2,2,2,4,
50,2,2,2,2,2,2,2,2,4,
51,2,2,2,5,2,2,2,2,4,
52,1,2,1,5,5,5,5,5,1,
53,2,2,2,2,2,2,2,2,4,
54,99,99,99,99,99,99,99,99,99,
55,99,99,99,99,99,99,99,99,99,
Modularity,0.11739597901982532,0.12973388631247654,0.1480950434948982,0.15272936498950926,0.14724017195199743,0.14068041392114775,0.13566830988022413,0.1356683098802241,0.17372848835438573,
NMI,0.35249132498276076,0.40476684768650861,0.49080578993136909,0.56070520056333373,0.62101347103812699,0.60372793066819419,0.60177704611161964,0.60177704611161964,1.0,
Silhoutte,0.20833974,0.23928108,0.27394981,0.26563241,0.30030532,0.32248641,0.33726192,0.33726192,0.20443296,
